委托单位编码,委托单位名称,单据编号,单据类型,交易类型,币种,金额,优先级,超期状态,单据日期,任务类型,工作组,处理人,作业状态,入池时间,入组时间,提取时间,通过时间,是否全电发票,收单状态,实物状态,共享中心,服务目录,自动审批状态,任务量
A06,示例集团·己公司,AP-2026-000042,应付发票,应付付款单（差旅费）,人民币,11063.3,,--,2026-05-16,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-07 13:51:38,2026-03-07 13:52:14,2026-03-07 13:55:28,2026-03-07 18:12:14,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000043,付款单,应付确认单（物料类）,人民币,772530.39,,--,2026-03-08,FSSC审核岗,应付成本组,审核员04,审核通过,2026-04-23 15:28:52,2026-04-23 15:29:04,2026-04-23 15:36:52,2026-04-23 16:54:04,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000043,付款单,应付确认单（物料类）,人民币,10332.58,,--,2026-03-08,FSSC审核岗,应付成本组,审核员04,审核通过,2026-04-23 15:28:52,2026-04-23 15:29:04,2026-04-23 15:36:01,2026-04-23 17:25:04,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A06,示例集团·己公司,AP-2026-000044,通用报销单,通用报销单（费用报销）,人民币,125926.23,,--,2026-06-18,FSSC审核岗,应付成本组,审核员07,审核通过,2026-06-15 12:19:31,2026-06-15 12:19:47,2026-06-15 12:28:43,2026-06-15 15:42:47,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A06,示例集团·己公司,AP-2026-000044,通用报销单,通用报销单（费用报销）,人民币,167964.2,,--,2026-06-18,FSSC审核岗,应付成本组,审核员07,审核通过,2026-06-15 12:19:31,2026-06-15 12:19:47,2026-06-15 12:21:32,2026-06-15 17:03:47,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A06,示例集团·己公司,AP-2026-000044,通用报销单,通用报销单（费用报销）,人民币,4036.97,,--,2026-06-18,FSSC审核岗,应付成本组,审核员07,审核通过,2026-06-15 12:19:31,2026-06-15 12:19:47,2026-06-15 12:19:42,2026-06-15 17:11:47,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000046,应付发票,应付付款单（材料采购）,人民币,5281.59,,--,2026-01-25,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-01 17:19:01,2026-04-01 17:19:58,2026-04-01 17:27:14,2026-04-01 18:49:58,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000046,应付发票,应付付款单（材料采购）,人民币,351723.3,,--,2026-01-25,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-01 17:19:01,2026-04-01 17:19:58,2026-04-01 17:19:32,2026-04-01 19:45:58,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000046,应付发票,应付付款单（材料采购）,人民币,15334.78,,--,2026-01-25,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-01 17:19:01,2026-04-01 17:19:58,2026-04-01 17:19:58,2026-04-01 20:31:58,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000047,应付发票,应付付款单（服务费）,人民币,15932.49,,--,2026-06-03,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-25 14:39:29,2026-01-25 14:40:49,2026-01-25 14:40:41,2026-01-25 16:46:49,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000047,应付发票,应付付款单（服务费）,人民币,28876.21,,--,2026-06-03,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-25 14:39:29,2026-01-25 14:40:49,2026-01-25 14:48:23,2026-01-25 17:15:49,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000047,应付发票,应付付款单（服务费）,人民币,15387.72,,--,2026-06-03,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-25 14:39:29,2026-01-25 14:40:49,2026-01-25 14:46:45,2026-01-25 17:36:49,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000048,付款单,应付付款单（材料采购）,人民币,125088.25,,--,2026-01-24,FSSC审核岗,应付成本组,审核员05,审核通过,2026-05-21 11:16:48,2026-05-21 11:17:09,2026-05-21 11:20:48,2026-05-21 12:41:09,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000048,付款单,应付付款单（材料采购）,人民币,11443.16,,--,2026-01-24,FSSC审核岗,应付成本组,审核员05,审核通过,2026-05-21 11:16:48,2026-05-21 11:17:09,2026-05-21 11:17:35,2026-05-21 13:23:09,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000049,应付发票,应付付款单（服务费）,人民币,3819.73,,--,2026-02-23,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-08 12:51:31,2026-04-08 12:52:47,2026-04-08 12:52:16,2026-04-08 16:56:47,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000049,应付发票,应付付款单（服务费）,人民币,302216.56,,--,2026-02-23,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-08 12:51:31,2026-04-08 12:52:47,2026-04-08 13:00:28,2026-04-08 16:13:47,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000049,应付发票,应付付款单（服务费）,人民币,12257.89,,--,2026-02-23,FSSC审核岗,应付成本组,审核员05,审核通过,2026-04-08 12:51:31,2026-04-08 12:52:47,2026-04-08 12:56:20,2026-04-08 16:47:47,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A15,示例集团·子公司戊,AP-2026-000050,付款单,通用报销单（费用报销）,人民币,20893.09,,--,2026-01-06,FSSC审核岗,应付成本组,审核员01,审核通过,2026-01-24 17:58:47,2026-01-24 17:59:03,2026-01-24 18:06:22,2026-01-24 21:02:03,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000051,应付发票,应付付款单（差旅费）,人民币,191338.83,,--,2026-01-24,FSSC审核岗,应付成本组,审核员07,审核通过,2026-04-01 09:15:37,2026-04-01 09:17:28,2026-04-01 09:23:17,2026-04-01 13:36:28,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000051,应付发票,应付付款单（差旅费）,人民币,66061.5,,--,2026-01-24,FSSC审核岗,应付成本组,审核员07,审核通过,2026-04-01 09:15:37,2026-04-01 09:17:28,2026-04-01 09:22:46,2026-04-01 13:45:28,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000051,应付发票,应付付款单（差旅费）,人民币,284155.74,,--,2026-01-24,FSSC审核岗,应付成本组,审核员07,审核通过,2026-04-01 09:15:37,2026-04-01 09:17:28,2026-04-01 09:18:47,2026-04-01 13:04:28,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000052,应付发票,应付付款单（服务费）,人民币,195477.18,,--,2026-06-19,FSSC审核岗,应付成本组,审核员02,审核通过,2026-06-16 09:30:49,2026-06-16 09:31:32,2026-06-16 09:39:05,2026-06-16 12:37:32,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000053,通用报销单,应付付款单（服务费）,人民币,31735.69,,--,2026-02-18,FSSC审核岗,应付成本组,审核员06,审核通过,2026-03-11 12:20:57,2026-03-11 12:21:49,2026-03-11 12:26:55,2026-03-11 15:24:49,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A03,示例集团·丙公司,AP-2026-000053,通用报销单,应付付款单（服务费）,人民币,250368.18,,--,2026-02-18,FSSC审核岗,应付成本组,审核员06,审核通过,2026-03-11 12:20:57,2026-03-11 12:21:49,2026-03-11 12:26:31,2026-03-11 15:30:49,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000055,应付发票,应付付款单（差旅费）,人民币,75726.42,,--,2026-01-04,FSSC审核岗,应付成本组,审核员06,审核通过,2026-01-27 10:32:45,2026-01-27 10:33:23,2026-01-27 10:37:37,2026-01-27 12:56:23,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000055,应付发票,应付付款单（差旅费）,人民币,25906.7,,--,2026-01-04,FSSC审核岗,应付成本组,审核员06,审核通过,2026-01-27 10:32:45,2026-01-27 10:33:23,2026-01-27 10:41:37,2026-01-27 13:05:23,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A06,示例集团·己公司,AP-2026-000056,付款单,应付付款单（差旅费）,人民币,89909.8,,--,2026-03-17,FSSC审核岗,应付成本组,审核员07,审核通过,2026-03-28 09:18:40,2026-03-28 09:20:30,2026-03-28 09:23:27,2026-03-28 12:11:30,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A06,示例集团·己公司,AP-2026-000056,付款单,应付付款单（差旅费）,人民币,9573.48,,--,2026-03-17,FSSC审核岗,应付成本组,审核员07,审核通过,2026-03-28 09:18:40,2026-03-28 09:20:30,2026-03-28 09:26:58,2026-03-28 12:21:30,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A12,示例集团·子公司乙,AP-2026-000057,付款单,应付付款单（服务费）,人民币,192410.58,,--,2026-01-28,FSSC审核岗,应付成本组,审核员05,审核通过,2026-03-16 13:22:24,2026-03-16 13:23:34,2026-03-16 13:25:52,2026-03-16 15:40:34,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000058,付款单,应付付款单（服务费）,人民币,160454.6,,--,2026-03-24,FSSC审核岗,应付成本组,审核员01,审核通过,2026-02-26 14:25:33,2026-02-26 14:27:19,2026-02-26 14:28:15,2026-02-26 17:22:19,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A13,示例集团·子公司丙,AP-2026-000059,付款单,应付确认单（物料类）,人民币,70862.87,,--,2026-04-17,FSSC审核岗,应付成本组,审核员04,审核通过,2026-03-05 14:55:51,2026-03-05 14:56:01,2026-03-05 15:02:47,2026-03-05 18:16:01,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A12,示例集团·子公司乙,AP-2026-000060,应付发票,应付确认单（物料类）,人民币,4082.31,,--,2026-01-11,FSSC审核岗,应付成本组,审核员03,审核通过,2026-04-25 15:55:37,2026-04-25 15:56:57,2026-04-25 15:56:46,2026-04-25 16:42:57,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A06,示例集团·己公司,AP-2026-000062,通用报销单,应付确认单（物料类）,人民币,301391.9,,--,2026-05-03,FSSC审核岗,应付成本组,审核员02,审核通过,2026-05-20 18:16:30,2026-05-20 18:17:45,2026-05-20 18:21:01,2026-05-20 19:39:45,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A06,示例集团·己公司,AP-2026-000062,通用报销单,应付确认单（物料类）,人民币,110407.1,,--,2026-05-03,FSSC审核岗,应付成本组,审核员02,审核通过,2026-05-20 18:16:30,2026-05-20 18:17:45,2026-05-20 18:19:35,2026-05-20 20:53:45,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A06,示例集团·己公司,AP-2026-000062,通用报销单,应付确认单（物料类）,人民币,57980.28,,--,2026-05-03,FSSC审核岗,应付成本组,审核员02,审核通过,2026-05-20 18:16:30,2026-05-20 18:17:45,2026-05-20 18:23:00,2026-05-20 19:51:45,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A14,示例集团·子公司丁,AP-2026-000063,应付发票,应付确认单（物料类）,人民币,46493.46,,--,2026-01-18,FSSC审核岗,应付成本组,审核员03,审核通过,2026-06-12 17:20:08,2026-06-12 17:21:37,2026-06-12 17:20:51,2026-06-12 19:26:37,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000064,通用报销单,应付付款单（服务费）,人民币,28242.78,,--,2026-06-23,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-22 14:17:37,2026-03-22 14:19:28,2026-03-22 14:18:27,2026-03-22 18:49:28,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-000064,通用报销单,应付付款单（服务费）,人民币,36965.52,,--,2026-06-23,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-22 14:17:37,2026-03-22 14:19:28,2026-03-22 14:24:17,2026-03-22 17:45:28,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000065,付款单,应付付款单（服务费）,人民币,175765.04,,--,2026-06-20,FSSC审核岗,应付成本组,审核员05,审核驳回,2026-04-24 20:43:37,2026-04-24 20:43:55,2026-04-24 20:52:34,--,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A07,示例集团·庚公司,AP-2026-000065,付款单,应付付款单（服务费）,人民币,29044.47,,--,2026-06-20,FSSC审核岗,应付成本组,审核员05,审核驳回,2026-04-24 20:43:37,2026-04-24 20:43:55,2026-04-24 20:49:38,--,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A06,示例集团·己公司,AP-2026-000068,通用报销单,应付付款单（材料采购）,人民币,40781.22,,--,2026-02-04,FSSC审核岗,应付成本组,审核员07,审核通过,2026-06-01 17:56:56,2026-06-01 17:58:54,2026-06-01 18:05:16,2026-06-01 21:23:54,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A06,示例集团·己公司,AP-2026-000068,通用报销单,应付付款单（材料采购）,人民币,50079.62,,--,2026-02-04,FSSC审核岗,应付成本组,审核员07,审核通过,2026-06-01 17:56:56,2026-06-01 17:58:54,2026-06-01 17:59:11,2026-06-01 20:52:54,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A06,示例集团·己公司,AP-2026-000068,通用报销单,应付付款单（材料采购）,人民币,52037.71,,--,2026-02-04,FSSC审核岗,应付成本组,审核员07,审核通过,2026-06-01 17:56:56,2026-06-01 17:58:54,2026-06-01 18:02:56,2026-06-01 22:06:54,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000069,应付发票,应付付款单（材料采购）,人民币,25211.7,,--,2026-01-16,FSSC审核岗,应付成本组,审核员01,审核通过,2026-05-18 10:24:53,2026-05-18 10:26:19,2026-05-18 10:34:51,2026-05-18 14:53:19,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A01,示例集团·甲公司,AP-2026-000069,应付发票,应付付款单（材料采购）,人民币,47179.78,,--,2026-01-16,FSSC审核岗,应付成本组,审核员01,审核通过,2026-05-18 10:24:53,2026-05-18 10:26:19,2026-05-18 10:25:28,2026-05-18 13:45:19,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A12,示例集团·子公司乙,AP-2026-000070,付款单,通用报销单（费用报销）,人民币,96822.97,,--,2026-05-09,FSSC审核岗,应付成本组,审核员07,审核通过,2026-02-07 15:29:10,2026-02-07 15:29:57,2026-02-07 15:32:54,2026-02-07 16:47:57,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A12,示例集团·子公司乙,AP-2026-000070,付款单,通用报销单（费用报销）,人民币,16869.69,,--,2026-05-09,FSSC审核岗,应付成本组,审核员07,审核通过,2026-02-07 15:29:10,2026-02-07 15:29:57,2026-02-07 15:36:17,2026-02-07 17:12:57,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A02,示例集团·乙公司,AP-2026-000071,付款单,应付付款单（差旅费）,人民币,47486.52,,--,2026-05-15,FSSC审核岗,应付成本组,审核员06,审核通过,2026-01-21 18:38:05,2026-01-21 18:39:46,2026-01-21 18:40:34,2026-01-21 21:09:46,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
