来源系统,单据编号,单据日期,单据类型,交易类型,委托单位编码,委托单位,制单人编码,制单人,附件个数,影像张数,共享中心,共享服务类型,服务目录,任务属性,创建时间,入池时间,入组时间,任务类型,任务量系数,优先级,工作组,派单到人模式,派单到人规则,提取/派单时间,操作终端,处理人编码,处理人,处理时间,处理意见,处理意见标签化,作业状态,作业时长,修正作业时长,超期标记,超期时间,共享是否处理完成,共享处理次数,进入共享次数,页面审核时长,驳回类型,驳回模式,驳回接收环节,驳回接收人,驳出共享次数
财务会计,AP-2026-000054,2026-03-18,付款单,通用报销单（费用报销）,A07,示例集团·庚公司,MAK13,制单人13,,4,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-06-15 19:31:07,2026-06-15 19:31:09,2026-06-15 19:32:30,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-15 19:32:30,PC端,AUD02,审核员02,2026-06-15 22:08:30,同意,,审核通过,36分0秒,--,0,,是,1,1,292秒,,0,,,--
财务会计,AP-2026-000055,2026-01-04,应付发票,应付付款单（差旅费）,A04,示例集团·丁公司,MAK04,制单人04,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-01-27 10:31:59,2026-01-27 10:32:45,2026-01-27 10:33:23,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-27 10:33:23,移动端,AUD06,审核员06,2026-01-27 12:44:23,同意,,审核通过,31分15秒,--,0,,是,1,1,243秒,,0,,,--
财务会计,AP-2026-000056,2026-03-17,付款单,应付付款单（差旅费）,A06,示例集团·己公司,MAK07,制单人07,,4,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-03-28 09:17:49,2026-03-28 09:18:40,2026-03-28 09:20:30,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-28 09:20:30,移动端,AUD07,审核员07,2026-03-28 11:07:30,同意,,审核通过,1分18秒,--,0,,是,1,1,162秒,,0,,,--
财务会计,AP-2026-000057,2026-01-28,付款单,应付付款单（服务费）,A12,示例集团·子公司乙,MAK10,制单人10,,3,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-03-16 13:21:35,2026-03-16 13:22:24,2026-03-16 13:23:34,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-16 13:23:34,移动端,AUD05,审核员05,2026-03-16 15:00:34,同意,,审核通过,16分36秒,--,0,,是,1,1,206秒,,0,,,--
财务会计,AP-2026-000058,2026-03-24,付款单,应付付款单（服务费）,A02,示例集团·乙公司,MAK13,制单人13,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-02-26 14:24:42,2026-02-26 14:25:33,2026-02-26 14:27:19,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-26 14:27:19,PC端,AUD01,审核员01,2026-02-26 17:14:19,同意,,审核通过,9分32秒,--,0,,是,1,1,179秒,,0,,,--
财务会计,AP-2026-000059,2026-04-17,付款单,应付确认单（物料类）,A13,示例集团·子公司丙,MAK14,制单人14,,6,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-03-05 14:55:41,2026-03-05 14:55:51,2026-03-05 14:56:01,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-05 14:56:01,移动端,AUD04,审核员04,2026-03-05 16:57:01,同意,,审核通过,6分54秒,--,0,,是,1,1,178秒,,0,,,--
财务会计,AP-2026-000060,2026-01-11,应付发票,应付确认单（物料类）,A12,示例集团·子公司乙,MAK14,制单人14,,4,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-04-25 15:55:34,2026-04-25 15:55:37,2026-04-25 15:56:57,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-25 15:56:57,PC端,AUD03,审核员03,2026-04-25 16:14:57,同意,,审核通过,15分47秒,--,0,,是,1,1,56秒,,0,,,--
财务会计,AP-2026-000061,2026-01-28,通用报销单,应付确认单（物料类）,A04,示例集团·丁公司,MAK02,制单人02,,2,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-01-23 12:57:01,2026-01-23 12:57:04,2026-01-23 12:57:46,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-23 12:57:46,PC端,AUD05,审核员05,2026-01-23 13:12:46,同意,,审核通过,16分33秒,--,0,,是,1,1,220秒,,0,,,--
费控服务,AP-2026-000062,2026-05-03,通用报销单,应付确认单（物料类）,A06,示例集团·己公司,MAK13,制单人13,,7,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-05-20 18:15:31,2026-05-20 18:16:30,2026-05-20 18:17:45,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-20 18:17:45,PC端,AUD02,审核员02,2026-05-20 18:54:45,同意,,审核通过,17分42秒,--,0,,是,1,1,14秒,,0,,,--
财务会计,AP-2026-000063,2026-01-18,应付发票,应付确认单（物料类）,A14,示例集团·子公司丁,MAK08,制单人08,,6,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-06-12 17:19:40,2026-06-12 17:20:08,2026-06-12 17:21:37,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-12 17:21:37,移动端,AUD03,审核员03,2026-06-12 18:26:37,同意,,审核通过,31分6秒,--,0,,是,1,1,131秒,,0,,,--
财务会计,AP-2026-000064,2026-06-23,通用报销单,应付付款单（服务费）,A04,示例集团·丁公司,MAK06,制单人06,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-03-22 14:17:00,2026-03-22 14:17:37,2026-03-22 14:19:28,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-22 14:19:28,PC端,AUD03,审核员03,2026-03-22 17:15:28,同意,,审核通过,19分49秒,--,0,,是,1,1,127秒,,0,,,--
财务会计,AP-2026-000065,2026-06-20,付款单,应付付款单（服务费）,A07,示例集团·庚公司,MAK06,制单人06,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-04-24 20:42:43,2026-04-24 20:43:37,2026-04-24 20:43:55,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-24 20:43:55,PC端,AUD05,审核员05,2026-04-24 23:24:55,驳回,业务类型填写错误,审核驳回,20分50秒,38分23秒,0,,是,3,1,77秒,驳回,1,前端单位,示例集团·庚公司,3
财务会计,AP-2026-000066,2026-04-06,付款单,应付付款单（材料采购）,A01,示例集团·甲公司,MAK05,制单人05,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-06-18 13:33:32,2026-06-18 13:34:31,2026-06-18 13:35:06,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-18 13:35:06,PC端,AUD06,审核员06,2026-06-18 14:18:06,同意,,审核通过,19分47秒,--,0,,是,1,1,183秒,,0,,,--
费控服务,AP-2026-000067,2026-01-25,应付发票,应付付款单（服务费）,A11,示例集团·子公司甲,MAK08,制单人08,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-01-24 18:25:54,2026-01-24 18:26:46,2026-01-24 18:27:58,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-24 18:27:58,PC端,AUD01,审核员01,2026-01-24 20:01:58,驳回,附件不完整,审核驳回,17分34秒,24分43秒,0,,是,2,1,144秒,驳回,1,前端单位,示例集团·子公司甲,2
财务会计,AP-2026-000068,2026-02-04,通用报销单,应付付款单（材料采购）,A06,示例集团·己公司,MAK14,制单人14,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-06-01 17:56:35,2026-06-01 17:56:56,2026-06-01 17:58:54,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-01 17:58:54,PC端,AUD07,审核员07,2026-06-01 20:35:54,同意,,审核通过,20分41秒,--,0,,是,1,1,219秒,,0,,,--
费控服务,AP-2026-000069,2026-01-16,应付发票,应付付款单（材料采购）,A01,示例集团·甲公司,MAK01,制单人01,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-05-18 10:24:29,2026-05-18 10:24:53,2026-05-18 10:26:19,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-18 10:26:19,移动端,AUD01,审核员01,2026-05-18 13:37:19,同意,,审核通过,27分41秒,--,0,,是,1,1,60秒,,0,,,--
费控服务,AP-2026-000070,2026-05-09,付款单,通用报销单（费用报销）,A12,示例集团·子公司乙,MAK10,制单人10,,5,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-02-07 15:28:15,2026-02-07 15:29:10,2026-02-07 15:29:57,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-07 15:29:57,PC端,AUD07,审核员07,2026-02-07 15:55:57,同意,,审核通过,4分25秒,--,0,,是,1,1,151秒,,0,,,--
费控服务,AP-2026-000071,2026-05-15,付款单,应付付款单（差旅费）,A02,示例集团·乙公司,MAK02,制单人02,,3,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-01-21 18:38:01,2026-01-21 18:38:05,2026-01-21 18:39:46,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-21 18:39:46,PC端,AUD06,审核员06,2026-01-21 20:05:46,同意,,审核通过,5分53秒,--,0,,是,1,1,293秒,,0,,,--
财务会计,AP-2026-000072,2026-02-11,付款单,其他专项付款单,A02,示例集团·乙公司,MAK04,制单人04,,0,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-04-20 08:17:54,2026-04-20 08:18:04,2026-04-20 08:18:21,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-20 08:18:21,移动端,AUD07,审核员07,2026-04-20 10:37:21,同意,,审核通过,9分0秒,--,0,,是,1,1,193秒,,0,,,--
财务会计,AP-2026-000073,2026-03-06,付款单,其他专项付款单,A10,示例集团·癸公司,MAK04,制单人04,,1,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-03-24 14:33:07,2026-03-24 14:33:55,2026-03-24 14:34:04,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-24 14:34:04,PC端,AUD03,审核员03,2026-03-24 16:36:04,同意,,审核通过,29分32秒,--,0,,是,1,1,123秒,,0,,,--
财务会计,AP-2026-000074,2026-01-28,付款单,应付付款单（差旅费）,A16,示例集团·子公司己,MAK01,制单人01,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-06-15 18:01:03,2026-06-15 18:01:34,2026-06-15 18:03:23,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-15 18:03:23,移动端,AUD06,审核员06,2026-06-15 19:46:23,同意,,审核通过,5分57秒,--,0,,是,1,1,51秒,,0,,,--
财务会计,AP-2026-000075,2026-04-20,通用报销单,通用报销单（费用报销）,A03,示例集团·丙公司,MAK03,制单人03,,1,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-03-23 13:24:38,2026-03-23 13:25:12,2026-03-23 13:25:50,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-23 13:25:50,PC端,AUD01,审核员01,2026-03-23 15:22:50,同意,,审核通过,36分46秒,--,0,,是,1,1,120秒,,0,,,--
财务会计,AP-2026-000076,2026-04-27,应付发票,应付确认单（物料类）,A04,示例集团·丁公司,MAK15,制单人15,,7,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-04-24 09:20:27,2026-04-24 09:20:48,2026-04-24 09:22:14,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-24 09:22:14,PC端,AUD03,审核员03,2026-04-24 10:28:14,同意,,审核通过,5分5秒,--,0,,是,1,1,53秒,,0,,,--
费控服务,AP-2026-000077,2026-01-26,应付发票,应付付款单（材料采购）,A01,示例集团·甲公司,MAK02,制单人02,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-03-19 16:35:21,2026-03-19 16:36:04,2026-03-19 16:36:20,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-19 16:36:20,PC端,AUD06,审核员06,2026-03-19 18:22:20,同意,,审核通过,4分18秒,--,0,,是,1,1,169秒,,0,,,--
财务会计,AP-2026-000078,2026-06-22,应付发票,应付确认单（物料类）,A03,示例集团·丙公司,MAK10,制单人10,,6,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-02-04 13:54:35,2026-02-04 13:54:59,2026-02-04 13:55:14,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-04 13:55:14,PC端,AUD02,审核员02,2026-02-04 17:11:14,同意,,审核通过,36分49秒,--,0,,是,1,1,295秒,,0,,,--
财务会计,AP-2026-000079,2026-04-09,通用报销单,应付付款单（服务费）,A01,示例集团·甲公司,MAK15,制单人15,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-01-23 20:19:58,2026-01-23 20:20:20,2026-01-23 20:21:05,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-23 20:21:05,PC端,AUD06,审核员06,2026-01-23 20:23:05,同意,,审核通过,5分9秒,--,0,,是,1,1,25秒,,0,,,--
财务会计,AP-2026-000080,2026-06-15,付款单,应付付款单（服务费）,A01,示例集团·甲公司,MAK09,制单人09,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-05-10 19:20:49,2026-05-10 19:21:26,2026-05-10 19:22:43,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-10 19:22:43,PC端,AUD03,审核员03,2026-05-10 19:44:43,同意,,审核通过,6分17秒,--,0,,是,1,1,236秒,,0,,,--
财务会计,AP-2026-000081,2026-02-09,付款单,应付付款单（差旅费）,A08,示例集团·辛公司,MAK08,制单人08,,4,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-05-04 13:27:07,2026-05-04 13:27:26,2026-05-04 13:28:53,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-04 13:28:53,移动端,AUD04,审核员04,2026-05-04 16:22:53,同意,,审核通过,3分14秒,--,0,,是,1,1,212秒,,0,,,--
费控服务,AP-2026-000082,2026-05-07,通用报销单,通用报销单（费用报销）,A19,示例集团·子公司壬,MAK01,制单人01,,8,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-03-09 12:20:07,2026-03-09 12:20:08,2026-03-09 12:21:12,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-09 12:21:12,PC端,AUD02,审核员02,2026-03-09 15:33:12,同意,,审核通过,15分32秒,--,0,,是,1,1,296秒,,0,,,--
财务会计,AP-2026-000083,2026-02-28,通用报销单,应付付款单（服务费）,A12,示例集团·子公司乙,MAK13,制单人13,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-03-01 15:58:04,2026-03-01 15:59:00,2026-03-01 15:59:41,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-01 15:59:41,PC端,AUD01,审核员01,2026-03-01 18:27:41,同意,,审核通过,19分7秒,--,0,,是,1,1,217秒,,0,,,--
财务会计,AP-2026-000084,2026-05-20,通用报销单,其他专项付款单,A01,示例集团·甲公司,MAK06,制单人06,,6,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-05-12 09:27:54,2026-05-12 09:28:01,2026-05-12 09:28:33,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-12 09:28:33,移动端,AUD06,审核员06,2026-05-12 11:20:33,同意,,审核通过,20分47秒,--,0,,是,1,1,183秒,,0,,,--
费控服务,AP-2026-000085,2026-02-21,付款单,应付付款单（差旅费）,A02,示例集团·乙公司,MAK13,制单人13,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-03-07 20:22:22,2026-03-07 20:23:09,2026-03-07 20:24:54,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-07 20:24:54,PC端,AUD01,审核员01,2026-03-07 23:10:54,同意,,审核通过,17分12秒,--,0,,是,1,1,98秒,,0,,,--
财务会计,AP-2026-000086,2026-03-06,通用报销单,应付付款单（材料采购）,A07,示例集团·庚公司,MAK13,制单人13,,5,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-05-15 20:36:48,2026-05-15 20:37:26,2026-05-15 20:38:24,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-15 20:38:24,移动端,AUD05,审核员05,2026-05-15 23:33:24,同意,,审核通过,21分9秒,--,0,,是,1,1,235秒,,0,,,--
财务会计,AP-2026-000087,2026-06-09,通用报销单,应付确认单（物料类）,A01,示例集团·甲公司,MAK08,制单人08,,1,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-06-17 09:19:29,2026-06-17 09:19:58,2026-06-17 09:20:03,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-17 09:20:03,PC端,AUD03,审核员03,2026-06-17 09:35:03,同意,,审核通过,40分38秒,--,0,,是,1,1,269秒,,0,,,--
财务会计,AP-2026-000088,2026-01-24,通用报销单,应付付款单（材料采购）,A04,示例集团·丁公司,MAK10,制单人10,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-02-26 17:41:12,2026-02-26 17:41:33,2026-02-26 17:42:51,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-26 17:42:51,PC端,AUD07,审核员07,2026-02-26 19:44:51,同意,,审核通过,7分51秒,--,0,,是,1,1,185秒,,0,,,--
费控服务,AP-2026-000089,2026-03-02,通用报销单,其他专项付款单,A19,示例集团·子公司壬,MAK02,制单人02,,5,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-05-15 16:33:39,2026-05-15 16:33:50,2026-05-15 16:34:37,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-15 16:34:37,移动端,AUD05,审核员05,2026-05-15 18:10:37,同意,,审核通过,39分3秒,--,0,,是,1,1,181秒,,0,,,--
